2807,2024-09-05T09:31:18.065+0100,-0.912,3.929,9.421
2807,2024-09-05T09:31:18.226+0100,-0.893,4.041,9.048
2807,2024-09-05T09:31:18.386+0100,-0.800,4.032,9.091
2807,2024-09-05T09:31:18.546+0100,-0.702,4.049,9.182
2807,2024-09-05T09:31:18.705+0100,-0.745,4.116,9.369
2807,2024-09-05T09:31:18.866+0100,-0.441,4.197,8.818
2807,2024-09-05T09:31:19.026+0100,-0.438,4.192,9.052
2807,2024-09-05T09:31:19.187+0100,-0.163,4.266,9.017
2807,2024-09-05T09:31:19.347+0100,-0.067,4.386,9.100
2807,2024-09-05T09:31:19.505+0100,-0.464,4.202,9.210
2807,2024-09-05T09:31:19.667+0100,-0.412,4.252,9.194
2807,2024-09-05T09:31:19.822+0100,-0.048,4.379,9.215
2807,2024-09-05T09:31:19.985+0100,-0.244,4.252,9.230
2807,2024-09-05T09:31:20.142+0100,-0.417,4.262,8.935
2807,2024-09-05T09:31:20.302+0100,-0.215,4.324,9.052
2807,2024-09-05T09:31:20.464+0100,-0.235,4.367,9.041
2807,2024-09-05T09:31:20.622+0100,-0.249,4.887,8.665
2807,2024-09-05T09:31:20.783+0100,-0.316,4.817,9.064
2807,2024-09-05T09:31:20.942+0100,-0.259,4.779,8.768
2807,2024-09-05T09:31:21.107+0100,-0.359,4.515,8.849
2807,2024-09-05T09:31:21.267+0100,-0.584,4.365,9.244
2807,2024-09-05T09:31:21.425+0100,-0.845,4.350,8.861
2807,2024-09-05T09:31:21.584+0100,-0.857,4.286,9.002
2807,2024-09-05T09:31:21.746+0100,-0.737,4.171,8.866
2807,2024-09-05T09:31:21.907+0100,-0.816,4.202,8.993
2807,2024-09-05T09:31:22.066+0100,-0.936,3.972,9.230
2807,2024-09-05T09:31:22.227+0100,-1.697,4.077,9.213
2807,2024-09-05T09:31:22.386+0100,-0.618,3.239,8.056
2807,2024-09-05T09:31:22.546+0100,0.350,4.003,9.263
2807,2024-09-05T09:31:22.706+0100,0.333,3.907,9.079
2807,2024-09-05T09:31:22.907+0100,0.381,4.353,8.947
2807,2024-09-05T09:31:23.040+0100,0.271,4.259,8.839
2807,2024-09-05T09:31:23.184+0100,0.436,4.398,9.325
2807,2024-09-05T09:31:23.345+0100,-0.438,4.073,9.139
2807,2024-09-05T09:31:23.505+0100,-0.225,4.085,8.978
2807,2024-09-05T09:31:23.666+0100,0.306,4.592,8.981
2807,2024-09-05T09:31:23.826+0100,-0.555,4.132,9.086
2807,2024-09-05T09:31:23.985+0100,-0.615,4.135,9.014
2807,2024-09-05T09:31:24.147+0100,-0.584,4.202,9.048
2807,2024-09-05T09:31:24.306+0100,-0.424,4.286,9.055
2807,2024-09-05T09:31:24.465+0100,-0.634,4.161,9.297
2807,2024-09-05T09:31:24.625+0100,-0.632,4.207,9.244
2807,2024-09-05T09:31:24.787+0100,-0.424,4.171,8.959
2807,2024-09-05T09:31:24.946+0100,-0.316,4.317,9.117
2807,2024-09-05T09:31:25.108+0100,-0.651,4.056,9.021
2807,2024-09-05T09:31:25.266+0100,-0.108,3.788,8.665
2807,2024-09-05T09:31:25.427+0100,0.287,3.984,9.821
2807,2024-09-05T09:31:25.586+0100,0.172,4.226,8.851
2807,2024-09-05T09:31:25.747+0100,-0.180,4.003,9.064
2807,2024-09-05T09:31:25.905+0100,0.211,3.845,9.232
2807,2024-09-05T09:31:26.065+0100,-0.318,3.800,9.258
2807,2024-09-05T09:31:26.226+0100,0.304,4.005,9.201
2807,2024-09-05T09:31:26.387+0100,0.412,4.235,9.476
2807,2024-09-05T09:31:26.546+0100,-0.031,3.855,9.220
2807,2024-09-05T09:31:26.706+0100,0.326,4.094,9.634
2807,2024-09-05T09:31:26.866+0100,0.546,3.814,9.143
2807,2024-09-05T09:31:27.025+0100,0.819,3.962,9.306
2807,2024-09-05T09:31:27.186+0100,1.039,3.819,9.014
2807,2024-09-05T09:31:27.346+0100,0.680,3.977,9.194
2807,2024-09-05T09:31:27.506+0100,0.362,3.879,9.189
2807,2024-09-05T09:31:27.665+0100,-0.048,3.802,8.981
2807,2024-09-05T09:31:27.823+0100,0.369,3.745,9.371
2807,2024-09-05T09:31:27.982+0100,0.271,3.850,9.443
2807,2024-09-05T09:31:28.143+0100,0.342,3.838,9.270
2807,2024-09-05T09:31:28.303+0100,0.048,3.821,9.450
2807,2024-09-05T09:31:28.462+0100,1.719,4.128,9.309
2807,2024-09-05T09:31:28.622+0100,-0.101,3.682,9.275
2807,2024-09-05T09:31:28.782+0100,0.326,3.915,9.227
2807,2024-09-05T09:31:28.942+0100,0.273,3.931,9.050
2807,2024-09-05T09:31:29.103+0100,0.244,3.946,9.208
2807,2024-09-05T09:31:29.266+0100,0.062,3.934,9.237
2807,2024-09-05T09:31:29.426+0100,0.321,3.996,9.067
2807,2024-09-05T09:31:29.585+0100,1.621,4.298,8.540
2807,2024-09-05T09:31:29.742+0100,0.371,4.077,9.179
2807,2024-09-05T09:31:29.902+0100,0.184,4.142,9.275
2807,2024-09-05T09:31:30.063+0100,0.287,3.972,9.081
2807,2024-09-05T09:31:30.223+0100,0.031,3.819,9.301
2807,2024-09-05T09:31:30.386+0100,-0.443,3.625,9.445
2807,2024-09-05T09:31:30.545+0100,-0.512,3.548,9.352
2807,2024-09-05T09:31:30.706+0100,-0.498,3.493,9.476
2807,2024-09-05T09:31:30.865+0100,-0.773,3.261,9.433
2807,2024-09-05T09:31:31.026+0100,-0.804,3.148,9.443
2807,2024-09-05T09:31:31.186+0100,-0.991,3.132,9.567
2807,2024-09-05T09:31:31.345+0100,-1.087,3.017,9.510
2807,2024-09-05T09:31:31.506+0100,-1.065,3.029,9.572
2807,2024-09-05T09:31:31.665+0100,-1.149,2.950,9.601
2807,2024-09-05T09:31:31.827+0100,-1.180,2.916,9.579
2807,2024-09-05T09:31:31.987+0100,-1.099,3.033,9.708
2807,2024-09-05T09:31:32.146+0100,-0.991,3.141,9.618
2807,2024-09-05T09:31:32.306+0100,-0.819,3.184,9.290
2807,2024-09-05T09:31:32.466+0100,-0.771,3.349,9.510
2807,2024-09-05T09:31:32.625+0100,-0.582,3.436,9.199
2807,2024-09-05T09:31:32.786+0100,-0.457,3.481,9.376
2807,2024-09-05T09:31:32.944+0100,-0.496,3.701,9.500
2807,2024-09-05T09:31:33.105+0100,-0.402,3.603,9.275
2807,2024-09-05T09:31:33.264+0100,-0.417,3.570,9.436
2807,2024-09-05T09:31:33.426+0100,-0.678,3.393,9.380
2807,2024-09-05T09:31:33.587+0100,-0.441,3.519,9.615
2807,2024-09-05T09:31:33.746+0100,-0.611,3.543,9.352
2807,2024-09-05T09:31:33.907+0100,-0.321,3.517,9.115
2807,2024-09-05T09:31:34.065+0100,-0.283,3.606,9.349
2807,2024-09-05T09:31:34.226+0100,0.074,3.534,9.572
2807,2024-09-05T09:31:34.386+0100,0.160,3.606,9.232
2807,2024-09-05T09:31:34.547+0100,0.168,3.496,9.385
2807,2024-09-05T09:31:34.705+0100,0.330,3.768,9.764
2807,2024-09-05T09:31:34.866+0100,0.943,3.850,9.007
2807,2024-09-05T09:31:35.025+0100,2.830,4.906,8.193
2807,2024-09-05T09:31:35.186+0100,4.954,5.751,6.620
2807,2024-09-05T09:31:35.346+0100,3.247,4.891,8.782
2807,2024-09-05T09:31:35.502+0100,3.555,4.738,7.386
2807,2024-09-05T09:31:35.662+0100,1.346,3.757,9.304
2807,2024-09-05T09:31:35.822+0100,0.929,3.527,9.476
2807,2024-09-05T09:31:35.982+0100,1.408,3.888,9.074
2807,2024-09-05T09:31:36.143+0100,3.170,5.006,8.068
2807,2024-09-05T09:31:36.302+0100,0.924,3.661,8.957
2807,2024-09-05T09:31:36.462+0100,1.334,4.061,9.910
2807,2024-09-05T09:31:36.622+0100,1.290,4.202,9.359
2807,2024-09-05T09:31:36.783+0100,3.603,5.705,7.719
2807,2024-09-05T09:31:36.942+0100,4.111,5.928,7.271
2807,2024-09-05T09:31:37.103+0100,4.245,6.328,6.766
2807,2024-09-05T09:31:37.262+0100,2.588,4.958,8.464
2807,2024-09-05T09:31:37.422+0100,1.065,4.700,9.064
2807,2024-09-05T09:31:37.582+0100,0.156,3.998,8.882
2807,2024-09-05T09:31:37.743+0100,0.213,4.144,9.014
2807,2024-09-05T09:31:37.906+0100,0.175,4.175,9.064
2807,2024-09-05T09:31:38.066+0100,0.256,4.164,9.031
2807,2024-09-05T09:31:38.226+0100,1.025,4.645,8.607
2807,2024-09-05T09:31:38.387+0100,1.008,4.743,8.871
2807,2024-09-05T09:31:38.545+0100,0.994,4.798,9.033
2807,2024-09-05T09:31:38.706+0100,1.178,5.009,8.930
2807,2024-09-05T09:31:38.865+0100,1.997,5.456,8.375
2807,2024-09-05T09:31:39.026+0100,2.258,5.490,7.824
2807,2024-09-05T09:31:39.182+0100,2.942,5.839,7.997
2807,2024-09-05T09:31:39.371+0100,1.393,5.030,8.801
2807,2024-09-05T09:31:39.503+0100,0.718,4.532,9.081
2807,2024-09-05T09:31:39.662+0100,0.785,4.578,9.055
2807,2024-09-05T09:31:39.823+0100,0.898,4.571,8.792
2807,2024-09-05T09:31:39.987+0100,0.093,4.096,8.923
2807,2024-09-05T09:31:40.146+0100,0.285,4.398,8.950
2807,2024-09-05T09:31:40.307+0100,0.074,4.190,9.100
2807,2024-09-05T09:31:40.466+0100,0.055,4.245,9.060
2807,2024-09-05T09:31:40.625+0100,-0.060,4.235,9.187
2807,2024-09-05T09:31:40.782+0100,0.651,4.468,8.495
2807,2024-09-05T09:31:40.948+0100,-0.045,4.274,8.861
2807,2024-09-05T09:31:41.102+0100,0.139,4.527,9.177
2807,2024-09-05T09:31:41.263+0100,0.062,4.518,9.254
2807,2024-09-05T09:31:41.423+0100,-0.026,4.475,9.043
2807,2024-09-05T09:31:41.585+0100,-0.072,4.369,9.062
2807,2024-09-05T09:31:41.747+0100,0.086,4.468,9.158
2807,2024-09-05T09:31:41.907+0100,0.005,4.372,8.942
2807,2024-09-05T09:31:42.067+0100,0.091,4.446,8.892
2807,2024-09-05T09:31:42.226+0100,-0.019,4.422,8.878
2807,2024-09-05T09:31:42.386+0100,-0.127,4.436,9.148
2807,2024-09-05T09:31:42.546+0100,-0.077,4.372,9.187
2807,2024-09-05T09:31:42.706+0100,-0.148,4.278,9.079
2807,2024-09-05T09:31:42.867+0100,-0.297,4.269,9.055
2807,2024-09-05T09:31:43.026+0100,-0.316,4.247,9.062
2807,2024-09-05T09:31:43.185+0100,-0.402,4.111,9.091
2807,2024-09-05T09:31:43.347+0100,-0.484,4.144,9.220
2807,2024-09-05T09:31:43.507+0100,-0.694,4.017,9.100
2807,2024-09-05T09:31:43.665+0100,0.057,4.377,9.210
